Cell HMS LINCS ID	Cell Name	Clinical Subtype	Transcriptional Subtype	Small Molecule HMS LINCS ID	Small Molecule HMS LINCS ID	Antibody HMS LINCS ID	Antibody Name	Perturbagen Target	Perturbagen Class	Biological Replicate ID	Conc Unit	GR50	GEC50	GRmax	GRinf	GR Hill Coefficient	GR_AOC	GR r2	Nominal Division Rate
50091-1	AU565	HER2amp	Luminal	10051-999-3	Lapatinib			EGFR/HER2	ErbB	5901.098	uM	0.56327	0.46224	0.069453	0.11599	1.3353	0.24614	0.98305	1.8013
50091-1	AU565	HER2amp	Luminal	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	10880.154	uM	1.0883	3.5484	-0.85261	-1	0.92953	0.41641	0.98282	1.7853
50091-1	AU565	HER2amp	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	10880.145	uM	0.098911	0.14835	-0.86002	-0.86554	2.4784	0.89725	0.99874	1.4751
50091-1	AU565	HER2amp	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	10880.145	uM	0.098911	0.14835	-0.86002	-0.86554	2.4784	0.89725	0.99874	1.4751
50091-1	AU565	HER2amp	Luminal	10107-999-5	MG-132			Proteasome	Proteasome	14113.189	uM	0.18071	0.20019	-0.89041	-0.33408	4.9988	0.67518	0.62174	1.4645
50091-1	AU565	HER2amp	Luminal	10107-999-5	MG-132			Proteasome	Proteasome	14113.189	uM	0.18071	0.20019	-0.89041	-0.33408	4.9988	0.67518	0.62174	1.4645
50091-1	AU565	HER2amp	Luminal	10107-999-5	MG-132			Proteasome	Proteasome	14613.189	uM	0.20844	0.28381	-0.82507	-0.80109	3.0985	0.79654	0.99666	1.5791
50091-1	AU565	HER2amp	Luminal	10107-999-5	MG-132			Proteasome	Proteasome	14613.189	uM	0.20844	0.28381	-0.82507	-0.80109	3.0985	0.79654	0.99666	1.5791
50091-1	AU565	HER2amp	Luminal	10265-101-1	Pevonedistat			NAE1	NAE1	10880.148	uM	0.17244	0.19441	-0.18833	-0.16244	2.3455	0.53456	0.9988	1.7293
50091-1	AU565	HER2amp	Luminal	10511-999-1	Mebendazole					13030.174	uM	0.1837	0.22252	-0.68479	-0.28754	2.3698	0.61283	0.87711	0.8615
50091-1	AU565	HER2amp	Luminal	10264-101-1	Methotrexate			DHFR	Metabolism	5900.085	uM	0.065679	0.051613	0.1731	0.21805	2.377	0.53208	0.9953	2.6391
50091-1	AU565	HER2amp	Luminal	10264-101-1	Methotrexate			DHFR	Metabolism	5901.084	uM	Inf	0.020702	0.5836	0.62796	2.2705	0.26946	0.93212	1.7402
50091-1	AU565	HER2amp	Luminal	10512-999-1	Methylglyoxal					13030.184	uM	50.3064	183.3263	-1	-1	0.84957	0.90238	0.97169	0.5725
50091-1	AU565	HER2amp	Luminal	10512-999-1	Methylglyoxal					13149.184	uM	130.1474	469.5539	-0.99923	-1	0.85621	0.77675	0.95754	0.865
50091-1	AU565	HER2amp	Luminal	10266-101-1	NSC 663284			CDC25	CDC	10880.152	uM	1.5881	2.9515	-0.91144	-0.9095	1.6722	0.59401	0.99918	1.5019
50091-1	AU565	HER2amp	Luminal	10267-101-1	NU6102			CDK1/2	CDK	10880.147	uM	20.0791	29.6865	-0.8151	-1	2.8097	0.19002	0.98215	1.5262
50091-1	AU565	HER2amp	Luminal	10513-999-1	Nelfinavir					13030.174	uM	Inf	Inf	0.93673	0.93673	0	0.042351	0.071281	0.8615
50091-1	AU565	HER2amp	Luminal	10099-101-2	Nilotinib			ABL	nRTK	10880.145	uM	Inf	Inf	0.98036	0.98036	0	0.06205	0.024708	1.4751
50091-1	AU565	HER2amp	Luminal	10268-101-1	Nutlin 3a			MDM2	MDM2	5900.066	uM	24.9135	21.3304	0.25041	0.2452	4.3416	0.057273	0.99547	2.7232
50091-1	AU565	HER2amp	Luminal	10268-101-1	Nutlin 3a			MDM2	MDM2	5901.066	uM	17.4928	19.2416	-0.23016	-0.23774	4.0825	0.11265	0.99332	1.9445
50091-1	AU565	HER2amp	Luminal	10344-101-1	Olomoucine II			CDK1	CDK	10880.147	uM	4.0311	5.451	-0.88941	-0.86787	3.3352	0.46999	0.99482	1.5262
50091-1	AU565	HER2amp	Luminal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	7793.011	uM	3.5561	8.8725	-0.97239	-0.99484	1.1978	0.67418	0.99103	1.1456
50091-1	AU565	HER2amp	Luminal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	9146.12	uM	2.2064	6.1927	-0.98374	-1	1.0645	0.7511	0.99012	1.1135
50091-1	AU565	HER2amp	Luminal	10270-101-1	Oxamflatin			HDAC	HDAC	10880.147	uM	0.66311	1.1212	-0.90507	-0.88787	1.9438	0.61611	0.9958	1.5262
50091-1	AU565	HER2amp	Luminal	10271-101-2	PD 98059			MEK	MAPK	10880.152	uM	9.5146	9.9778	0.22295	-0.017929	0.74123	0.17234	0.98427	1.5019
50091-1	AU565	HER2amp	Luminal	10026-101-3	PD173074			FGFR1/3	RTK	5900.093	uM	7.8173	8.0824	-0.082155	-0.083665	4.6403	0.08668	0.99395	2.3084
50091-1	AU565	HER2amp	Luminal	10048-101-7	PD184352			MEK	MAPK	10880.155	uM	Inf	Inf	0.95348	0.95348	0	0.020857	-0.04785	1.5205
50091-1	AU565	HER2amp	Luminal	10048-101-7	PD184352			MEK	MAPK	10880.155	uM	Inf	Inf	0.95348	0.95348	0	0.020857	-0.04785	1.5205
50091-1	AU565	HER2amp	Luminal	10345-111-3	Torkinib					15384.211	uM	0.0013533	0.0037056	-0.39518	-0.34913	0.52576	0.96324	0.98874	1.3162
50091-1	AU565	HER2amp	Luminal	10514-102-1	PS-1145			IKK	NFKB	5900.065	uM	Inf	Inf	0.93207	0.93207	0	-0.0050158	0.32249	2.2026
50091-1	AU565	HER2amp	Luminal	10514-102-1	PS-1145			IKK	NFKB	5901.065	uM	Inf	Inf	0.98074	0.98074	0	0.0027444	-0.00018253	2.0114
50091-1	AU565	HER2amp	Luminal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	5900.095	uM	Inf	0.3178	0.68698	0.67667	1.2492	0.22406	0.9272	2.188
50091-1	AU565	HER2amp	Luminal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	5901.095	uM	Inf	0.051	0.59514	0.60036	0.99758	0.3405	0.89847	1.9104
50091-1	AU565	HER2amp	Luminal	10273-101-1	Purvalanol A			CDK1	CDK	5900.067	uM	Inf	Inf	0.97929	0.97929	0	-0.018923	-0.42273	2.4324
50091-1	AU565	HER2amp	Luminal	10273-101-1	Purvalanol A			CDK1	CDK	5901.067	uM	Inf	7.5596	0.50174	0.56698	5	0.10612	0.94592	1.8762
50091-1	AU565	HER2amp	Luminal	10515-101-1	QNZ			NFkB	NFKB	5900.096	uM	Inf	0.13845	0.60101	0.59482	0.45314	0.17323	0.95135	2.7795
50091-1	AU565	HER2amp	Luminal	10052-101-3	Sirolimus			MTOR	MTOR	5901.069	uM	0.11107	0.015283	0.34692	0.39668	0.795	0.35073	0.9847	1.6847
50091-1	AU565	HER2amp	Luminal	10052-101-3	Sirolimus			MTOR	MTOR	9035.068	uM	0.028608	0.0078458	0.25196	0.43492	1.5761	0.42648	0.88727	2.1391
50091-1	AU565	HER2amp	Luminal	10516-999-1	Ribavirin					15384.211	uM	Inf	16.1026	0.6064	0.60432	4.5946	0.015238	0.94112	1.3162
50091-1	AU565	HER2amp	Luminal	10274-101-1	SB-3CT			MMP2/9	MMP	10880.144	uM	Inf	Inf	0.68247	0.68247	0	0.082922	0.46318	1.8532
50091-1	AU565	HER2amp	Luminal	10056-101-2	Selumetinib			MEK	MAPK	10880.155	uM	Inf	Inf	1.05	1.05	0	-0.010811	-0.13123	1.5205
50091-1	AU565	HER2amp	Luminal	10035-109-2	Sigma A6730			AKT	AKT	10880.153	uM	2.7328	8.9601	-0.84972	-1	0.92519	0.40667	0.95378	1.6896
50091-1	AU565	HER2amp	Luminal	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	5900.085	uM	Inf	Inf	0.51985	0.51985	0	0.066724	0.29641	2.6391
50091-1	AU565	HER2amp	Luminal	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	5901.084	uM	335.0002	221.3542	0.3042	0.2167	1.371	0.096122	0.98891	1.7402
50091-1	AU565	HER2amp	Luminal	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	5900.067	uM	5.1496	9.7204	-0.87801	-0.9134	1.6357	0.41839	0.99776	2.4324
50091-1	AU565	HER2amp	Luminal	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	5901.067	uM	4.6372	9.0919	-0.95182	-1	1.6318	0.46697	0.99398	1.8762
50091-1	AU565	HER2amp	Luminal	10519-101-1	TAPI-0			TACE/Collagenase		5900.096	uM	Inf	Inf	0.84881	0.60745	0.33561	0.050856	0.81173	2.7795
50091-1	AU565	HER2amp	Luminal	10276-101-1	TCS 2312			CHK1	CHK	10880.152	uM	0.28434	0.39562	-0.91276	-0.90949	3.1379	0.6283	0.99915	1.5019
50091-1	AU565	HER2amp	Luminal	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	10880.148	uM	92.1131	64.471	0.5895	0.19916	1.4239	0.065573	0.86718	1.7293
50091-1	AU565	HER2amp	Luminal	10136-101-2	TPCA-1			IKK	NFKB	5900.093	uM	Inf	0.93328	0.73139	0.7514	2.1906	0.080175	0.98572	2.3084
50091-1	AU565	HER2amp	Luminal	10102-101-3	Taxol			TUBB	TUBB	13030.002	uM	0.0019114	0.002437	-0.89001	-0.8727	4.1578	1.3615	0.99886	0.5732
50091-1	AU565	HER2amp	Luminal	10102-101-3	Taxol			TUBB	TUBB	7793.002	uM	0.007717	0.010417	-0.88645	-0.8641	3.3455	1.166	0.99948	1.1545
50091-1	AU565	HER2amp	Luminal	10102-101-3	Taxol			TUBB	TUBB	9146.002	uM	0.0083735	0.0099731	-0.72267	-0.69827	4.9994	1.0803	0.99806	1.2611
50091-1	AU565	HER2amp	Luminal	10277-101-1	Temsirolimus			MTOR	MTOR	10880.144	uM	0.22639	8.6038	-0.77806	-1	0.30201	0.58844	0.85562	1.8532
50091-1	AU565	HER2amp	Luminal	10278-999-1	Topotecan			TOP1	TOP	7793.007	uM	0.006906	0.012111	-0.73511	-0.70874	1.5714	1.2066	0.99912	1.3832
50091-1	AU565	HER2amp	Luminal	10278-999-1	Topotecan			TOP1	TOP	9035.077	uM	0.01867	0.023964	-0.42953	-0.32344	1.9985	0.8566	0.98916	2.3909
50091-1	AU565	HER2amp	Luminal	10278-999-1	Topotecan			TOP1	TOP	9146.121	uM	0.017277	0.023945	-0.79862	-0.70692	2.6999	1.1222	0.99304	1.1366
50091-1	AU565	HER2amp	Luminal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	10880.15	uM	2.7385	28.884	-0.090975	-1	0.46633	0.23791	0.9607	1.5829
50091-1	AU565	HER2amp	Luminal	10142-999-2	Trametinib			MEK	MAPK	7793.012	uM	Inf	Inf	1.0078	1.0078	0	-0.02147	-0.076388	1.103
50091-1	AU565	HER2amp	Luminal	10142-999-2	Trametinib			MEK	MAPK	7793.036	uM	14.5155	16.4196	0.25737	-0.42468	4.9882	0.033365	0.95874	1.0741
50091-1	AU565	HER2amp	Luminal			80076-1	Trastuzumab	HER2	ErbB	9146.122	uM	Inf	0.0018422	0.50026	0.64415	5	0.2137	0.88484	1.3408
50091-1	AU565	HER2amp	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	5900.065	uM	4.2689	6.293	-0.84425	-0.78844	2.4391	0.9271	0.99868	2.2026
50091-1	AU565	HER2amp	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	5901.065	uM	3.034	4.4829	-0.84454	-0.80879	2.4647	0.98326	0.99911	2.0114
50091-1	AU565	HER2amp	Luminal	10280-101-1	Triciribine			AKT	AKT	5900.074	uM	0.077211	0.15941	-0.5051	-0.52226	0.98651	0.6448	0.92193	2.4189
50091-1	AU565	HER2amp	Luminal	10280-101-1	Triciribine			AKT	AKT	5901.074	uM	0.020388	0.16902	-0.85389	-0.9086	0.4897	0.77994	0.98638	1.8718
50091-1	AU565	HER2amp	Luminal	10346-110-1	Valproic acid			HDAC	HDAC	10880.143	uM	719.8677	1000	-0.87228	-0.53754	2.221	0.28177	0.92442	1.6077
50091-1	AU565	HER2amp	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7793.018	uM	0.0051323	0.0061593	-0.88163	-0.74428	4.9977	1.1997	0.98999	1.3186
50091-1	AU565	HER2amp	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7794.018	uM	0.026863	0.030767	-0.67212	-0.45984	4.8063	0.78432	0.97179	1.6812
50091-1	AU565	HER2amp	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	9035.018	uM	0.0046521	0.0051595	-0.42019	-0.33899	5	0.9224	0.98676	2.1555
50091-1	AU565	HER2amp	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	5900.065	uM	97.1038	150.3646	-0.8266	-0.83613	2.2478	0.69545	0.99919	2.2026
50091-1	AU565	HER2amp	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	5901.065	uM	88.255	141.1954	-0.85601	-0.85314	2.1186	0.72192	0.99861	2.0114
50091-1	AU565	HER2amp	Luminal	10283-101-1	XRP44X			ELK3	MAPK	10880.151	uM	0.36637	0.46911	-0.57068	-0.53727	2.9523	0.69651	0.99224	1.8509
50091-1	AU565	HER2amp	Luminal	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14113.189	uM	0.67853	0.8298	-0.86368	-0.86766	5	0.63092	0.99703	1.4645
50091-1	AU565	HER2amp	Luminal	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14613.189	uM	0.29502	0.42857	-0.83563	-0.82067	2.6011	0.75175	0.99555	1.5791
50091-1	AU565	HER2amp	Luminal	10096-101-2	ZM-447439			AURK	AURK	10880.15	uM	Inf	0.49203	0.4211	0.55081	2.4406	0.17165	0.85851	1.5829
50105-1	BT-20	TNBC	Basal A	10237-101-1	5-DFUR			TYMS	TYMS	10581.143	uM	180.7222	1000	-0.17311	-0.68813	0.50592	0.36252	0.82582	0.9062
50105-1	BT-20	TNBC	Basal A	10237-101-1	5-DFUR			TYMS	TYMS	11854.143	uM	402.0192	550.8478	0.13159	-0.1064	0.61255	0.23168	0.989	1.1185
50105-1	BT-20	TNBC	Basal A	10239-101-1	AG1024			IGF1R	RTK	10385.066	uM	Inf	50.6547	0.64883	0.20049	0.52217	0.073867	0.73199	0.7592
50105-1	BT-20	TNBC	Basal A	10239-101-1	AG1024			IGF1R	RTK	5902.066	uM	Inf	Inf	0.99903	0.99903	0	-0.023462	-0.92538	1.1775
50105-1	BT-20	TNBC	Basal A	10239-101-1	AG1024			IGF1R	RTK	5903.066	uM	Inf	8.6925	0.85785	0.85767	4.9852	0.011228	0.58513	1.1945
50105-1	BT-20	TNBC	Basal A	10239-101-1	AG1024			IGF1R	RTK	5904.066	uM	Inf	Inf	0.81853	-0.67484	0.84997	0.007601	0.71698	1.0078
50105-1	BT-20	TNBC	Basal A	10240-101-1	AS-252424			PI3K	PI3K	10581.141	uM	5.5606	12.7391	-0.92615	-1	1.3253	0.32506	0.97492	0.631
50105-1	BT-20	TNBC	Basal A	10240-101-1	AS-252424			PI3K	PI3K	11854.158	uM	24.6035	145.1493	0.20892	-1	0.61898	0.12589	0.96439	1.3776
50105-1	BT-20	TNBC	Basal A	10133-101-2	Afatinib			EGFR/HER2	ErbB	11854.158	uM	2.8139	5.6718	-0.91597	-0.9799	1.5481	0.46278	0.95826	1.3776
50105-1	BT-20	TNBC	Basal A	10232-101-2	Dactolisib			PI3K	PI3K	10581.146	uM	1.8498	1.4802	0.16012	0.33596	5	0.2304	0.78947	1.165
50105-1	BT-20	TNBC	Basal A	10232-101-2	Dactolisib			PI3K	PI3K	11854.155	uM	0.17525	0.09792	0.21704	0.28983	1.489	0.32579	0.92357	1.3396
50105-1	BT-20	TNBC	Basal A	10343-101-1	Baicalein			Lipoxygenase	Metabolism	10385.072	uM	66.9278	196.1433	0.059365	-1	1.0217	0.1865	0.81014	0.945
50105-1	BT-20	TNBC	Basal A	10343-101-1	Baicalein			Lipoxygenase	Metabolism	10581.072	uM	Inf	Inf	0.61904	0.61904	0	0.090942	0.52176	1.0484
50105-1	BT-20	TNBC	Basal A	10343-101-1	Baicalein			Lipoxygenase	Metabolism	5904.072	uM	41.6103	43.96	-0.15641	-0.15788	4.9953	0.088845	0.99104	1.0242
50105-1	BT-20	TNBC	Basal A	10241-101-4	Bortezomib			Proteasome	Proteasome	14821.203	uM	0.0083871	0.01412	-0.96301	-0.96141	2.059	1.2932	0.99978	1.1544
50105-1	BT-20	TNBC	Basal A	10241-101-4	Bortezomib			Proteasome	Proteasome	14821.203	uM	0.0083871	0.01412	-0.96301	-0.96141	2.059	1.2932	0.99978	1.1544
50105-1	BT-20	TNBC	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	5902.074	uM	0.19709	0.31625	-0.7789	-0.76351	1.9605	0.83985	0.99715	1.2939
50105-1	BT-20	TNBC	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	5902.074	uM	0.19709	0.31625	-0.7789	-0.76351	1.9605	0.83985	0.99715	1.2939
50105-1	BT-20	TNBC	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	5903.074	uM	0.16496	0.28088	-0.93389	-0.89056	1.9219	0.91839	0.99498	1.0729
50105-1	BT-20	TNBC	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	5903.074	uM	0.16496	0.28088	-0.93389	-0.89056	1.9219	0.91839	0.99498	1.0729
50105-1	BT-20	TNBC	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	5904.074	uM	0.14054	0.20196	-0.96249	-0.92531	2.8892	1.017	0.99647	0.9654
50105-1	BT-20	TNBC	Basal A	10241-101-1	Bortezomib			Proteasome	Proteasome	5904.074	uM	0.14054	0.20196	-0.96249	-0.92531	2.8892	1.017	0.99647	0.9654
50105-1	BT-20	TNBC	Basal A	10189-101-2	Bosutinib			Src	nRTK	10581.145	uM	0.82322	1.4079	-0.77228	-0.75033	1.7079	0.61931	0.98951	0.9044
50105-1	BT-20	TNBC	Basal A	10189-101-2	Bosutinib			Src	nRTK	11854.145	uM	1.6399	2.6877	-0.71951	-0.6831	1.7434	0.5148	0.97474	1.1581
50105-1	BT-20	TNBC	Basal A	10503-101-1	Celecoxib			COX2	COX	10581.136	uM	16.072	15.0848	0.1606	0.13581	5	0.38241	0.72956	0.8342
50105-1	BT-20	TNBC	Basal A			80078-1	Cetuximab	EGFR	ErbB	5903.102	uM	Inf	0.010351	0.78981	0.78371	0.82449	0.066906	0.91369	1.2557
50105-1	BT-20	TNBC	Basal A	10504-111-1	Chk2 inhibitor II			CHK2	CHK	10581.14	uM	33.1529	206.5954	0.29556	-1	0.60046	0.15992	0.841	0.9569
50105-1	BT-20	TNBC	Basal A	10506-110-1	Dichloroacetate			PDK	PDK	13579.176	uM	Inf	Inf	0.88367	0.88367	0	-0.0031048	0.4777	0.769
50105-1	BT-20	TNBC	Basal A	10507-999-1	Disulfiram			Proteasome	Proteasome	13579.174	uM	0.072739	0.1313	-0.99912	-0.68902	1.4667	0.79907	0.95019	0.8018
50105-1	BT-20	TNBC	Basal A	10097-102-3	Erlotinib			EGFR	ErbB	5902.091	uM	20.1574	Inf	0.24917	-1	0.4313	0.16822	0.96447	1.1648
50105-1	BT-20	TNBC	Basal A	10097-102-3	Erlotinib			EGFR	ErbB	5903.09	uM	1.7656	31.758	-0.18986	-1	0.38018	0.34373	0.99138	0.9291
50105-1	BT-20	TNBC	Basal A	10097-102-3	Erlotinib			EGFR	ErbB	5904.092	uM	0.49955	0.93753	-0.19478	-0.24686	0.6374	0.34669	0.9563	0.8933
50105-1	BT-20	TNBC	Basal A	10250-101-1	Etoposide			TOP2	TOP	5902.074	uM	7.3385	12.7673	-0.58427	-0.59029	1.4078	0.40304	0.99799	1.2939
50105-1	BT-20	TNBC	Basal A	10250-101-1	Etoposide			TOP2	TOP	5903.074	uM	3.1294	6.0504	-0.68425	-0.67769	1.2994	0.52935	0.99647	1.0729
50105-1	BT-20	TNBC	Basal A	10250-101-1	Etoposide			TOP2	TOP	5904.074	uM	1.4609	2.8637	-0.69224	-0.61871	1.1965	0.57432	0.99444	0.9654
50105-1	BT-20	TNBC	Basal A	10235-101-2	Everolimus			MTOR	MTOR	11854.156	uM	1.2498	37.3592	-0.27304	-1	0.32335	0.34975	0.81361	1.0916
50105-1	BT-20	TNBC	Basal A	10110-101-1	FR180204			ERK1/2	MAPK	10581.137	uM	Inf	Inf	0.69536	0.69536	0	0.077798	0.4171	1.1975
50105-1	BT-20	TNBC	Basal A	10110-101-1	FR180204			ERK1/2	MAPK	11854.161	uM	100.5386	Inf	0.49899	-1	0.71548	0.10174	0.77887	1.2085
50105-1	BT-20	TNBC	Basal A	10508-101-1	FTase Inhibitor I			Ftase	MAPK	10581.142	uM	Inf	Inf	0.97224	0.97224	0	0.00081176	-0.0078455	0.7885
50105-1	BT-20	TNBC	Basal A	10508-101-1	FTase Inhibitor I			Ftase	MAPK	11854.154	uM	Inf	Inf	0.87471	0.87471	0	0.11042	2.1905e-05	1.3146
50105-1	BT-20	TNBC	Basal A	10251-112-1	Fascaplysin			CDK4	CDK	5902.084	uM	0.30696	0.43855	-0.93504	-0.93461	2.9546	0.64633	0.99731	1.3532
50105-1	BT-20	TNBC	Basal A	10251-112-1	Fascaplysin			CDK4	CDK	5903.084	uM	0.3244	0.44114	-0.97618	-0.9684	3.5047	0.65484	0.99858	1.2088
50105-1	BT-20	TNBC	Basal A	10251-112-1	Fascaplysin			CDK4	CDK	5904.085	uM	0.15202	0.1879	-0.97244	-0.94259	5	0.80093	0.99872	1.2247
50105-1	BT-20	TNBC	Basal A	10509-101-1	GM6001			MMP	MMP	5904.096	uM	Inf	7.1552	0.64803	0.62087	1.6671	0.021036	0.91873	0.9724
50105-1	BT-20	TNBC	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	5902.071	uM	Inf	Inf	-0.10806	-0.10806	0	0.10321	0.41267	1.1197
50105-1	BT-20	TNBC	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	5902.091	uM	8.5744	9.7524	-0.82143	-0.45164	4.9993	0.27927	0.91944	1.1648
50105-1	BT-20	TNBC	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	5902.098	uM	59.2404	58.8458	0.40708	0.010614	3.2109	0.031277	0.9651	1.1137
50105-1	BT-20	TNBC	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	5903.09	uM	6.6925	56.6696	-0.23207	-1	0.51427	0.30307	0.98101	0.9291
50105-1	BT-20	TNBC	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	5904.092	uM	3.2872	3.7952	-0.62688	-0.52576	5	0.40544	0.91748	0.8933
50105-1	BT-20	TNBC	Basal A	10255-101-1	GSK1838705A			IGF1R	RTK	5904.098	uM	26.3406	35.9256	0.32675	-0.12181	0.70252	0.12372	0.94488	1.3264
50105-1	BT-20	TNBC	Basal A	10146-101-2	Omipalisib			PI3K	PI3K	10385.087	uM	0.039014	0.10053	-0.8607	-0.75652	0.97352	0.7953	0.98953	0.9074
50105-1	BT-20	TNBC	Basal A	10146-101-2	Omipalisib			PI3K	PI3K	10581.087	uM	0.014823	0.088714	-0.94361	-0.93793	0.5904	0.90324	0.98634	1.0948
50105-1	BT-20	TNBC	Basal A	10146-101-2	Omipalisib			PI3K	PI3K	5904.087	uM	0.016769	0.054193	-0.73585	-0.65475	0.71359	0.82001	0.99023	1.2506
50105-1	BT-20	TNBC	Basal A	10014-101-3	GW843682X			PLK	PLK	10581.139	uM	Inf	Inf	0.80862	0.80862	0	0.11306	0.12744	1.1488
50105-1	BT-20	TNBC	Basal A	10253-102-1	Glycyl-H-1152			ROCK2		10581.138	uM	3.9921	1.6271	0.31886	0.29055	0.96947	0.21546	0.8715	0.9462
50105-1	BT-20	TNBC	Basal A	10253-102-1	Glycyl-H-1152			ROCK2		11854.16	uM	16.037	2.759	0.43722	0.39817	0.90414	0.16189	0.97389	1.3102
50105-1	BT-20	TNBC	Basal A	10259-101-1	ICRF-193			TOP2	TOP	10581.139	uM	Inf	Inf	0.57411	0.061353	0.14195	0.19898	0.64093	1.1488
50105-1	BT-20	TNBC	Basal A	10259-101-1	ICRF-193			TOP2	TOP	11854.157	uM	Inf	Inf	0.69614	0.38328	0.10628	0.16932	0.60892	1.4808
50105-1	BT-20	TNBC	Basal A	10228-102-2	IKK16			IKK	NFKB	10385.093	uM	3.5433	4.4141	-0.99894	-0.99997	4.9997	0.38185	0.99821	0.6082
50105-1	BT-20	TNBC	Basal A	10228-102-2	IKK16			IKK	NFKB	5904.1	uM	3.263	4.7883	-0.93642	-0.93976	2.7575	0.4257	0.9913	1.3369
50105-1	BT-20	TNBC	Basal A	10258-110-1	Ibandronate			FDPS		10581.143	uM	16.4893	71.5452	-0.90017	-1	0.74857	0.57288	0.91682	0.9062
50105-1	BT-20	TNBC	Basal A	10258-110-1	Ibandronate			FDPS		11854.143	uM	23.2398	57.2472	-0.77619	-0.77311	1.0367	0.42768	0.99184	1.1185
50105-1	BT-20	TNBC	Basal A	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	5902.091	uM	25.156	35.7499	-0.96987	-0.97624	3.0805	0.42339	0.99718	1.1648
50105-1	BT-20	TNBC	Basal A	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	5903.09	uM	14.2339	26.1167	-0.99643	-1	1.8101	0.51883	0.98617	0.9291
50105-1	BT-20	TNBC	Basal A	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	5904.092	uM	7.6806	18.4543	-0.99541	-1	1.2533	0.62827	0.94656	0.8933
50105-1	BT-20	TNBC	Basal A	10260-999-1	Ispinesib			KSP	Kinesin	5902.067	uM	0.027391	0.47554	-0.97856	-1	0.38491	0.67561	0.84417	1.175
50105-1	BT-20	TNBC	Basal A	10260-999-1	Ispinesib			KSP	Kinesin	5903.067	uM	0.015608	0.02594	-0.98632	-0.48255	1.3299	0.80027	0.90655	1.2584
50105-1	BT-20	TNBC	Basal A	10260-999-1	Ispinesib			KSP	Kinesin	5904.067	uM	0.015025	0.020685	-0.99569	-0.54636	2.3099	0.86681	0.94213	1.0398
50105-1	BT-20	TNBC	Basal A	10261-101-1	Ixabepilone			TUBB	TUBB	10385.095	uM	0.0031943	0.005138	-0.99797	-0.5798	1.6199	1.059	0.93743	0.7986
50105-1	BT-20	TNBC	Basal A	10261-101-1	Ixabepilone			TUBB	TUBB	5902.095	uM	0.0077499	0.012658	-0.98056	-0.55868	1.529	0.93175	0.94846	1.0245
50105-1	BT-20	TNBC	Basal A	10261-101-1	Ixabepilone			TUBB	TUBB	5904.095	uM	0.0017687	0.0021329	-0.99734	-0.77507	4.9993	1.3519	0.98667	0.6537
50105-1	BT-20	TNBC	Basal A	10208-101-2	JNK-IN-5A			JNK	JNK	10581.144	uM	1.4685	1.5804	-0.34848	-0.22181	5	0.46451	0.91935	1.2048
50105-1	BT-20	TNBC	Basal A	10208-101-2	JNK-IN-5A			JNK	JNK	11854.144	uM	0.55999	0.64447	-0.25554	-0.20611	2.4565	0.484	0.99666	1.3102
50105-1	BT-20	TNBC	Basal A	10262-101-1	L-779450			BRAF	MAPK	10581.137	uM	Inf	10.0046	0.5092	0.50766	4.7765	0.086929	0.73366	1.1975
