,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid
329,KMOE-2,KMOE-2,NA,NA,NA,NA,NA,NA,KMOE-2,NA,KMOE-2,NA,NA,NA,KMOE-2,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
330,KMS-12-BM,KMS-12-BM,KMS-12-BM,NA,NA,NA,KMS-12-BM,NA,KMS-12-BM,KMS-12-BM,KMS-12-BM,NA,KMS12BM,KMS-12-BM,KMS-12-BM,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA
331,KMS-12-PE,KMS-12-PE,NA,NA,NA,NA,KMS-12-PE,NA,NA,NA,NA,NA,NA,KMS-12-PE,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Bone Marrow,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,Bone Marrow,NA,NA,NA
332,KNS-42,KNS-42,KNS-42,NA,NA,NA,NA,NA,KNS-42,KNS-42,KNS-42,NA,KNS42,NA,KNS-42,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system,KNS42,central_nervous_system
333,KNS-62,KNS-62,KNS-62,NA,NA,NA,KNS-62,KNS62,KNS-62,KNS-62,KNS-62,NA,KNS62,KNS-62,KNS-62,lung,lung,NA,NA,NA,Lung,LUNG,Lung,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,KNS62,lung
334,KNS-81-FD,KNS-81-FD,KNS-81,NA,NA,NA,NA,NA,KNS-81-FD,KNS-81,KNS-81-FD,NA,NA,KNS-81,KNS-81-FD,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,Brain,central_nervous_system,NA,NA
335,KOSC-2,KOSC-2,NA,NA,NA,NA,NA,NA,KOSC-2,NA,KOSC-2,NA,NA,NA,KOSC-2,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,Head & Neck,NA,aero_digestive_tract ,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,upper_aerodigestive_tract,NA,NA
336,KP-4,KP-4,KP4,NA,NA,NA,KP4,NA,KP-4,KP4,KP-4,NA,KP4,KP4,KP-4,pancreas,pancreas,NA,NA,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas,NA,NA
337,KP-N-RT-BM-1,KP-N-RT-BM-1,KP-N-RT-BM-1,NA,NA,NA,NA,NA,NA,KP-N-RT-BM-1,KP-N-RT-BM-1,NA,NA,NA,KP-N-RT-BM-1,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA,NA,autonomic_ganglia,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia,NA,NA
338,KP-N-S19s,KP-N-S19s,KP-N-SI9s,NA,NA,NA,NA,NA,NA,KP-N-SI9s,NA,NA,KPNSI9S,KP-N-SI9s,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA,NA,autonomic_ganglia,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,Brain,NA,KPNSI9S,autonomic_ganglia
339,KP-N-YN,KP-N-YN,KP-N-YN,NA,NA,NA,NA,NA,KP-N-YN,KP-N-YN,KP-N-YN,NA,KPNYN,KP-N-YN,KP-N-YN,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,Brain,autonomic_ganglia,NA,NA
340,KP-N-YS,KP-N-YS,NA,NA,NA,NA,NA,NA,NA,NA,KP-N-YS,NA,NA,NA,KP-N-YS,autonomic_ganglia,NA,NA,NA,NA,NA,NA,NA,NA,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia,NA,NA
341,KS-1,KS-1,KS-1,NA,NA,NA,NA,NA,KS-1,KS-1,KS-1,NA,NA,NA,KS-1,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
342,KU-19-19,KU-19-19,KU-19-19,NA,NA,NA,NA,NA,KU-19-19,KU-19-19,KU-19-19,NA,KU1919,NA,KU-19-19,urinary_tract,urinary_tract,NA,NA,NA,NA,NA,urinary_tract,urinary_tract,urogenital_system ,NA,NA,urinary_tract,urinary_tract,urinary_tract,NA,urinary_tract,KU1919,urinary_tract
343,KU812,KU812,KU812,KU812,NA,NA,KU812,KU812,KU812,KU812,KU812,NA,KU812,KU812,KU812,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Blood,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA
344,KURAMOCHI,KURAMOCHI,KURAMOCHI,NA,NA,NA,KURAMOCHI,NA,KURAMOCHI,KURAMOCHI,KURAMOCHI,NA,KURAMOCHI,KURAMOCHI,KURAMOCHI,ovary,ovary,NA,NA,NA,Ovary,NA,Ovary,ovary,urogenital_system ,NA,NA,ovary,ovary,ovary,Ovary,ovary,KURAMOCHI,ovary
345,KY821,KY821,NA,NA,NA,NA,NA,NA,KY821,NA,KY821,NA,NA,NA,KY821,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
346,KYSE-140,KYSE-140,KYSE-140,NA,NA,NA,KYSE-140,KYSE140,KYSE-140,KYSE-140,NA,NA,KYSE140,KYSE-140,KYSE-140,oesophagus,oesophagus,NA,NA,NA,Esophagus,OESOPHAGUS,Esophagus,oesophagus,NA,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE140,oesophagus
347,KYSE-150,KYSE-150,KYSE-150,NA,NA,NA,KYSE-150,NA,KYSE-150,KYSE-150,NA,NA,KYSE150,KYSE-150,KYSE-150,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophagus,oesophagus,NA,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE150,oesophagus
348,KYSE-180,KYSE-180,KYSE-180,NA,NA,NA,KYSE-180,NA,KYSE-180,KYSE-180,KYSE-180,NA,KYSE180,KYSE-180,KYSE-180,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE180,oesophagus
349,KYSE-270,KYSE-270,KYSE-270,NA,NA,NA,KYSE-270,NA,KYSE-270,KYSE-270,KYSE-270,NA,NA,KYSE-270,KYSE-270,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,NA,Esophagus,oesophagus,NA,NA
350,KYSE-410,KYSE-410,KYSE-410,NA,NA,NA,NA,KYSE410,KYSE-410,KYSE-410,KYSE-410,NA,KYSE410,KYSE-410,KYSE-410,oesophagus,oesophagus,NA,NA,NA,NA,OESOPHAGUS,Esophagus,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE410,oesophagus
351,KYSE-450,KYSE-450,KYSE-450,NA,NA,NA,KYSE-450,KYSE450,KYSE-450,KYSE-450,KYSE-450,NA,KYSE450,KYSE-450,KYSE-450,oesophagus,oesophagus,NA,NA,NA,Esophagus,OESOPHAGUS,Esophag,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE450,oesophagus
352,KYSE-510,KYSE-510,KYSE-510,NA,NA,NA,KYSE-510,NA,KYSE-510,KYSE-510,KYSE-510,NA,KYSE510,KYSE-510,KYSE-510,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE510,oesophagus
353,KYSE-520,KYSE-520,KYSE-520,NA,NA,NA,KYSE-520,NA,KYSE-520,KYSE-520,KYSE-520,NA,KYSE520,KYSE-520,KYSE-520,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE520,oesophagus
354,KYSE-70,KYSE-70,KYSE-70,NA,NA,NA,KYSE-70,NA,KYSE-70,KYSE-70,KYSE-70,NA,KYSE70,KYSE-70,KYSE-70,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophagus,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,KYSE70,oesophagus
355,L-363,L-363,L-363,NA,NA,NA,L-363,NA,L-363,L-363,L-363,NA,L363,L-363,L-363,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA
356,L-428,L-428,L-428,L428,NA,NA,NA,NA,L-428,L-428,L-428,NA,L428,NA,L-428,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
357,L-540,L-540,L-540,NA,NA,NA,NA,NA,L-540,L-540,L-540,NA,L540,NA,L-540,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
358,LAMA-84,LAMA-84,LAMA-84,NA,NA,NA,NA,NA,LAMA-84,LAMA-84,LAMA-84,NA,LAMA84,NA,LAMA-84,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
359,LAN-1,LAN-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,autonomic_ganglia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA
360,LAN-5,LAN-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,autonomic_ganglia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA
361,LAN-6,LAN-6,NA,NA,NA,NA,NA,NA,LAN-6,NA,LAN-6,NA,NA,NA,LAN-6,autonomic_ganglia,NA,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia,NA,NA
362,LB1047-RCC,LB1047-RCC,NA,NA,NA,NA,NA,NA,LB1047-RCC,NA,LB1047-RCC,NA,NA,NA,LB1047-RCC,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,kidney ,NA,NA,kidney,kidney,NA,NA,kidney,NA,NA
363,LB2241-RCC,LB2241-RCC,NA,NA,NA,NA,NA,NA,LB2241-RCC,NA,LB2241-RCC,NA,NA,NA,LB2241-RCC,kidney,NA,NA,NA,NA,NA,NA,Kidney,NA,kidney ,NA,NA,kidney,kidney,NA,NA,kidney,NA,NA
364,LB2518-MEL,LB2518-MEL,NA,NA,NA,NA,NA,NA,LB2518-MEL,NA,LB2518-MEL,NA,NA,NA,LB2518-MEL,skin,NA,NA,NA,NA,NA,NA,skin,NA,skin ,NA,NA,skin,skin,NA,NA,skin,NA,NA
365,LB373-MEL-D,LB373-MEL-D,NA,NA,NA,NA,NA,NA,LB373-MEL-D,NA,LB373-MEL-D,NA,NA,NA,LB373-MEL-D,skin,NA,NA,NA,NA,NA,NA,skin,NA,skin ,NA,NA,skin,skin,NA,NA,skin,NA,NA
366,LB647-SCLC,LB647-SCLC,NA,NA,NA,NA,NA,NA,LB647-SCLC,NA,LB647-SCLC,NA,NA,NA,LB647-SCLC,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
367,LB771-HNC,LB771-HNC,NA,NA,NA,NA,NA,NA,LB771-HNC,NA,LB771-HNC,NA,NA,NA,LB771-HNC,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,upper_aerodigestive_tract,NA,aero_digestive_tract ,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,upper_aerodigestive_tract,NA,NA
368,LB831-BLC,LB831-BLC,NA,NA,NA,NA,NA,NA,LB831-BLC,NA,LB831-BLC,NA,NA,NA,LB831-BLC,urinary_tract,NA,NA,NA,NA,NA,NA,urinary_tract,NA,urogenital_system ,NA,NA,urinary_tract,urinary_tract,NA,NA,urinary_tract,NA,NA
369,LB996-RCC,LB996-RCC,NA,NA,NA,NA,NA,NA,LB996-RCC,NA,LB996-RCC,NA,NA,NA,LB996-RCC,kidney,NA,NA,NA,NA,NA,NA,kidney,NA,kidney ,NA,NA,kidney,kidney,NA,NA,kidney,NA,NA
370,LC-1F,LC-1F,LC-1F,NA,NA,NA,NA,NA,LC-1F,LC-1F,NA,NA,LC1F,NA,NA,lung,lung,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA,lung,lung,lung,NA,lung,NA,NA
371,LC-2-ad,LC-2-ad,NA,NA,NA,NA,NA,NA,LC-2-ad,NA,LC-2-ad,NA,NA,NA,LC-2-ad,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
372,LC4-1,LC4-1,NA,NA,NA,NA,NA,NA,LC4-1,NA,LC4-1,NA,NA,NA,LC4-1,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
373,LCLC-103H,LCLC-103H,LCLC-103H,NA,NA,NA,LCLC-103H,LCLC103H,LCLC-103H,LCLC-103H,LCLC-103H,NA,LCLC103H,LCLC-103H,LCLC-103H,lung,lung,NA,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,LCLC103H,lung
374,LCLC-97TM1,LCLC-97TM1,LCLC-97TM1,NA,NA,NA,LCLC-97TM1,LCLC97TM1,LCLC-97TM1,LCLC-97TM1,LCLC-97TM1,NA,LCLC97TM1,LCLC-97TM1,LCLC-97TM1,lung,lung,NA,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,LCLC97TM1,lung
375,LK-2,LK-2,LK-2,NA,NA,NA,NA,NA,LK-2,LK-2,LK-2,NA,LK2,NA,LK-2,lung,lung,NA,NA,NA,NA,NA,lung,lung,lung ,NA,NA,lung,lung,lung,NA,lung,LK2,lung
376,LN-405,LN-405,NA,NA,NA,NA,NA,NA,LN-405,NA,LN-405,NA,NA,NA,LN-405,central_nervous_system,NA,NA,NA,NA,NA,NA,Brain,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
377,LNCaP-Clone-FGC,LNCaP-Clone-FGC,LNCaP clone FGC,LNCAP,NA,NA,NA,NA,LNCaP-Clone-FGC,LNCaP_clone_FGC,LNCaP-Clone-FGC,NA,LNCAPCLONEFGC,LNCAP clone FGC,LNCaP-Clone-FGC,prostate,prostate,prostate,NA,NA,NA,NA,prostate,prostate,urogenital_system ,NA,NA,prostate,prostate,prostate,Prostate,prostate,NA,NA
378,LOUCY,LOUCY,Loucy,NA,NA,NA,NA,NA,LOUCY,Loucy,LOUCY,NA,NA,NA,LOUCY,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
379,LoVo,LoVo,LoVo,NA,NA,NA,LoVo,LOVO,LoVo,LoVo,LoVo,NA,LOVO,LoVo,LoVo,large_intestine,large_intestine,NA,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine,LOVO,large_intestine
380,LOXIMVI,LOXIMVI,LOX IMVI,LOXIMVI,ME:LOXIMVI,NA,LOX-IMVI,NA,LOXIMVI,LOX_IMVI,LOXIMVI,NA,LOXIMVI,LOX-IMVI,LOXIMVI,haematopoietic_and_lymphoid_tissue,skin,skin,ME,NA,Skin,NA,Skin,haematopoietic_and_lymphoid_tissue,skin ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,skin,Skin,haematopoietic_and_lymphoid_tissue,NA,NA
381,LP-1,LP-1,LP-1,NA,NA,NA,LP-1,LP1,LP-1,LP-1,LP-1,NA,LP1,LP-1,LP-1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,Blood,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA
382,LS-1034,LS-1034,LS1034,LS1034,NA,NA,LS1034,NA,LS-1034,LS1034,LS-1034,NA,LS1034,LS1034,LS-1034,large_intestine,large_intestine,colon,NA,NA,Cecum,NA,Intestine,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,Unclassified,large_intestine,LS1034,large_intestine
383,LS-123,LS-123,LS123,NA,NA,NA,NA,LS123,LS-123,LS123,LS-123,NA,LS123,NA,LS-123,large_intestine,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,LS123,large_intestine
384,LS-174T,LS-174T,NA,LS174T,NA,NA,LS 174T,NA,NA,NA,NA,NA,NA,LS 174T,NA,large_intestine,NA,colon,NA,NA,Colon,NA,NA,NA,NA,NA,NA,large_intestine,large_intestine,NA,NA,NA,NA,NA
385,LS-411N,LS-411N,LS411N,NA,NA,NA,NA,LS411N,LS-411N,LS411N,LS-411N,NA,LS411N,NA,LS-411N,large_intestine,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,Intestin,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,LS411N,large_intestine
386,LS-513,LS-513,LS513,NA,NA,NA,NA,LS513,LS-513,LS513,LS-513,NA,LS513,NA,LS-513,large_intestine,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,NA,large_intestine,LS513,large_intestine
387,LU-134-A,LU-134-A,NA,NA,NA,NA,NA,NA,LU-134-A,NA,LU-134-A,NA,NA,NA,LU-134-A,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
388,LU-135,LU-135,NA,NA,NA,NA,NA,NA,LU-135,NA,LU-135,NA,NA,NA,LU-135,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
389,LU-139,LU-139,NA,NA,NA,NA,NA,NA,LU-139,NA,LU-139,NA,NA,NA,LU-139,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
390,LU-165,LU-165,NA,NA,NA,NA,NA,NA,LU-165,NA,LU-165,NA,NA,NA,LU-165,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
391,LU-65,LU-65,LU65,NA,NA,NA,NA,LU65,LU-65,LU65,LU-65,NA,LU65,NA,LU-65,lung,lung,NA,NA,NA,NA,LUNG,Lung:NSCLC,lung,lung ,NA,NA,lung,lung,lung,NA,lung,NA,NA
392,LU-99A,LU-99A,LU99,NA,NA,NA,NA,LU99,LU-99A,LU99,NA,NA,LU99,NA,LU-99A,lung,lung,NA,NA,NA,NA,LUNG,Lung:NSCLC,lung,NA,NA,NA,lung,lung,lung,NA,lung,LU99,lung
393,LXF-289,LXF-289,LXF-289,NA,NA,NA,LXF-289,LXF289,LXF-289,LXF-289,LXF-289,NA,LXF289,LXF-289,LXF-289,lung,lung,NA,NA,NA,Lung,LUNG,Lung,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,NA,NA
394,M059J,M059J,M059J,NA,NA,NA,M059J,NA,M059J,NA,M059J,NA,NA,M059J,M059J,central_nervous_system,NA,NA,NA,NA,Brain,NA,central_nervous_system,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
395,M14,M14,NA,M14,ME:M14,NA,NA,NA,M14,NA,M14,NA,NA,NA,M14,haematopoietic_and_lymphoid_tissue,NA,skin,ME,NA,NA,NA,Skin,NA,skin ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
396,Malme-3M,Malme-3M,Malme-3M,MALME3M,ME:MALME_3M,NA,NA,NA,NA,Malme-3M,NA,NA,MALME3M,Malme-3M,NA,haematopoietic_and_lymphoid_tissue,skin,skin,ME,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,skin,Skin,NA,NA,NA
397,MC-1010,MC-1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
398,MC116,MC116,MC116,MC116,NA,NA,MC116,MC116,MC116,MC116,MC116,NA,MC116,MC116,MC116,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Lymph Node,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA
399,MC-CAR,MC-CAR,NA,MCCAR,NA,NA,NA,NA,MC-CAR,NA,NA,NA,NA,NA,MC-CAR,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
400,MCF7,MCF7,MCF7,MCF7,BR:MCF7,MCF7,MCF-7,MCF7,MCF7,MCF7,MCF7,mcf7,MCF7,MCF-7,MCF7,breast,breast,breast,BR,breast,Breast,BREAST,Breast,breast,breast ,11-mcf7///MCF7,breast,breast,breast,breast,Breast,breast,MCF7,breast
401,MC-IXC,MC-IXC,NA,MCIXC,NA,NA,NA,NA,NA,NA,MC-IXC,NA,NA,MC-IXC,MC-IXC,autonomic_ganglia,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,Brain,autonomic_ganglia,NA,NA
402,MDA-MB-134-VI,MDA-MB-134-VI,MDA-MB-134-VI,NA,NA,MDAMB134VI,MDA-MB-134-VI,NA,MDA-MB-134-VI,MDA-MB-134-VI,NA,mdamb134vi,NA,MDA-MB-134-VI,NA,breast,breast,NA,NA,breast,Breast,NA,breast,breast,NA,MDA134,breast,breast,breast,NA,NA,breast,NA,NA
403,MDAMB157,MDA-MB-157,MDA-MB-157,NA,NA,MDAMB157,MDA-MB-157,NA,MDA-MB-157,MDA-MB-157,MDA-MB-157,mdamb157,MDAMB157,MDA-MB-157,MDA-MB-157,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,breast ,MDA157,breast,breast,breast,breast,Breast,breast,MDAMB157,breast
404,MDA-MB-175-VII,MDA-MB-175-VII,MDA-MB-175-VII,MDAMB175VII,NA,MDAMB175VII///MDAMB175,MDA-MB-175-VII,NA,NA,MDA-MB-175-VII,MDA-MB-175-VII,mdamb175vii,NA,MDA-MB-175-VII,MDA-MB-175-VII,breast,breast,breast,NA,breast,Breast,NA,NA,breast,breast ,MDA175VII,breast,breast,breast,NA,Breast,breast,NA,NA
405,MDA-MB-231,MDA-MB-231,MDA-MB-231,MDAMB231,BR:MDA_MB_231,MDAMB231,MDA-MB-231,NA,MDA-MB-231,MDA-MB-231,MDA-MB-231,mdamb231,MDAMB231,MDA-MB-231,MDA-MB-231,breast,breast,breast,BR,breast,Breast,NA,Breast,breast,breast ,1-mda231///MDA231,breast,breast,breast,breast,Breast,breast,MDAMB231,breast
